site,source_url,saved_path,error
https://brother-industrial.md,https://brother-industrial.md/favicon.ico,logos/brother-industrial.md_7bb37970.png,
https://applebees.com.gt,https://applebees.com.gt/favicon.ico,logos/applebees.com.gt_ef9151d2.png,
https://decathlon-karriere.de,https://decathlon-karriere.de/favicon.ico,logos/decathlon-karriere.de_e102278a.jpg,
https://daikin.com.mm,https://daikin.com.mm/favicon.ico,logos/daikin.com.mm_2e9ee5cf.jpg,
https://kia-chita.ru,https://kia-chita.ru/apple-touch-icon-precomposed.png,logos/kia-chita.ru_2d15decc.png,
https://avis.co.mw,https://avis.co.mw/favicon.ico,logos/avis.co.mw_fb716ccd.jpg,
https://toshiba-water.com,https://toshiba-water.com/apple-touch-icon.png,logos/toshiba-water.com_1fe21eb0.png,
https://fordmediacenter.nl,https://fordmediacenter.nl/favicon.ico,logos/fordmediacenter.nl_a8c096f9.ico,
https://suttontools.co.nz,https://suttontools.co.nz/favicon.ico,logos/suttontools.co.nz_136ffcae.ico,
https://affidea.lt,https://affidea.lt/favicon.ico,logos/affidea.lt_fcf52874.ico,
https://kawasaki-seufert.de,https://kawasaki-seufert.de/apple-touch-icon.png,logos/kawasaki-seufert.de_8aa4af79.png,
https://ymcawaycross.com,https://ymcawaycross.com/favicon.ico,logos/ymcawaycross.com_b51cb734.png,
https://vivaconagua.org.za,https://vivaconagua.org.za/favicon.ico,logos/vivaconagua.org.za_003a68b9.png,
https://medef-ain.fr,https://medef-ain.fr/favicon.ico,logos/medef-ain.fr_aa2b25e8.ico,
https://sto-ukraine.com,https://sto-ukraine.com/favicon.ico,logos/sto-ukraine.com_997a9f8d.ico,
https://servier.pt,https://servier.pt/favicon.ico,logos/servier.pt_3d4ec91c.svg,
https://mtn.com.gh,https://mtn.com.gh/favicon.ico,logos/mtn.com.gh_c0c12d2f.svg,
https://islprgac.org,https://islprgac.org/favicon.ico,logos/islprgac.org_bc2d00f6.png,
https://atalian.com.tr,https://atalian.com.tr/favicon.ico,logos/atalian.com.tr_69a9c6ff.ico,
https://miniso.nc,https://miniso.nc/favicon.ico,logos/miniso.nc_a07b8eb3.ico,
https://ford.te.ua,https://ford.te.ua/favicon.ico,logos/ford.te.ua_c5833c04.ico,
https://demeter.ch,https://demeter.ch/favicon.ico,logos/demeter.ch_9078bee6.png,
https://fleishmanhillard.co.th,https://fleishmanhillard.co.th/favicon.ico,logos/fleishmanhillard.co.th_6084b7b6.png,
https://duracleanservicebybob.com,https://duracleanservicebybob.com/favicon.ico,logos/duracleanservicebybob.com_05104078.png,
https://bakertilly.lk,https://bakertilly.lk/favicon.ico,logos/bakertilly.lk_2f94c314.png,
https://toyotaconstanta.ro,https://toyotaconstanta.ro/favicon.ico,logos/toyotaconstanta.ro_3246978c.png,
https://trulynolenalagoas.com.br,https://trulynolenalagoas.com.br/favicon.ico,logos/trulynolenalagoas.com.br_bbf1e246.png,
https://pkffinconta.ro,https://pkffinconta.ro/favicon.ico,logos/pkffinconta.ro_0fde1863.png,
https://kiaonline.dk,https://kiaonline.dk/favicon.ico,logos/kiaonline.dk_02012b8f.png,
https://pirtek.ie,https://pirtek.ie/favicon.ico,logos/pirtek.ie_54bcc34c.png,
https://mazda.ua,https://mazda.ua/favicon.ico,logos/mazda.ua_48d551ee.ico,
https://kia-asc.ru,https://kia-asc.ru/apple-touch-icon-precomposed.png,logos/kia-asc.ru_c29066b5.png,
https://affidea.es,https://affidea.es/favicon.ico,logos/affidea.es_c2b56479.png,
https://buydaikin.ro,https://buydaikin.ro/favicon.ico,logos/buydaikin.ro_430980ec.jpg,
https://avis.com.ph,https://avis.com.ph/favicon.ico,logos/avis.com.ph_c4a0a33c.png,
https://job-impulse.hu,https://job-impulse.hu/favicon.ico,logos/job-impulse.hu_61eab5c9.png,
https://ardex.dk,https://ardex.dk/favicon.ico,logos/ardex.dk_19a58665.png,
https://storisell.com,https://storisell.com/favicon.ico,logos/storisell.com_25ea355a.png,
https://bakertilly-ca.com,https://bakertilly-ca.com/favicon.ico,logos/bakertilly-ca.com_927b9d7f.png,
https://hyundai.ge,https://hyundai.ge/favicon.ico,logos/hyundai.ge_e7722fc7.jpg,
https://pingusenglish.ac.th,https://pingusenglish.ac.th/favicon.ico,logos/pingusenglish.ac.th_e361d777.png,
https://toyotabucurestinord.ro,https://toyotabucurestinord.ro/favicon.ico,logos/toyotabucurestinord.ro_26e074f6.png,
